      1195.0	     27.3471955058
      1205.0	     25.0936872771
      1215.0	     22.7199842386
      1225.0	      24.268480773
      1235.0	      27.651386082
      1245.0	      28.101504136
      1255.0	     28.2879353946
      1265.0	      28.043964893
      1275.0	     28.6179593752
      1285.0	     28.8306983115
      1295.0	     27.8686271763
      1305.0	      26.674266382
      1315.0	     27.8797370129
      1325.0	     27.8232081153
      1335.0	     26.2612222934
      1345.0	     27.6981718966
      1355.0	     27.8858885921
      1365.0	     28.0881135151
      1375.0	     28.1396287383
      1385.0	     27.7638508079
      1395.0	     27.0065790818
      1405.0	     27.2800401813
      1415.0	     27.6891799896
      1425.0	     27.5603418755
      1435.0	     27.4521527279
      1445.0	     27.4387284549
      1455.0	     27.3359857062
      1465.0	      27.058305118
      1475.0	     26.8500227424
      1485.0	     26.8766900167
      1495.0	     26.8912069411
      1505.0	       26.78264757
      1515.0	     26.7000344733
      1525.0	     26.4282277395
      1535.0	     26.2972900965
      1545.0	     25.7716892483
      1555.0	     25.7194887753
      1565.0	      25.887472302
      1575.0	     25.9522924913
      1585.0	     25.9677981474
      1595.0	     25.9088152311
      1605.0	     25.7855020895
      1615.0	     25.6198140388
      1625.0	      25.468921196
      1635.0	     25.3111969361
      1645.0	     25.2541900501
      1655.0	     24.8481486459
      1665.0	      24.918645653
      1675.0	     24.9398349157
      1685.0	     24.7575780496
      1695.0	       24.46916716
      1705.0	     24.3287251669
      1715.0	     24.2686485197
      1725.0	     24.1998143889
      1735.0	     24.1316805046
      1745.0	      23.934140341
      1755.0	      23.732508988
      1765.0	     23.5850567105
      1775.0	      23.418756849
      1785.0	     23.3035374574
      1795.0	     23.2659811092
      1805.0	      23.089499989
      1815.0	       22.85834437
      1825.0	     22.8475452095
      1835.0	     22.8377198556
      1845.0	     22.9199771875
      1855.0	     22.7866184113
      1865.0	     22.6047042142
      1875.0	      22.475600628
      1885.0	     22.3677837521
      1895.0	     22.2671568443
      1905.0	     22.2002159247
      1915.0	     22.0779123997
      1925.0	     22.0775840807
      1935.0	     22.1555969814
      1945.0	     21.8011959623
      1955.0	     21.7444120857
      1965.0	     21.6255565631
      1975.0	     21.5808063564
      1985.0	      21.572486027
      1995.0	     21.4823078776
     2005.65	     21.3673629054
     2015.65	     21.2574995893
     2025.65	     21.2173211245
     2035.65	     21.0875558327
     2045.66	     20.9615635815
     2055.66	      20.918886224
     2065.66	     20.8551899086
     2075.66	     20.6984501116
     2085.66	     20.5065124101
     2095.67	     20.1239668471
     2105.67	     19.8236966365
     2115.67	     19.6150832207
     2125.67	     19.6787885366
     2135.67	     19.6116866941
     2145.68	     19.3939875077
     2155.68	     19.4935963945
     2165.68	     19.6078531275
     2175.68	      19.504198816
     2185.68	     19.2429128519
     2195.69	     19.1718979239
     2205.69	      19.152302977
     2215.69	     19.3381468807
     2225.69	     19.0844869357
     2235.69	     18.8167178405
      2245.7	     18.8781905813
      2255.7	     18.9964017288
      2265.7	     19.2921865588
      2275.7	     19.2763019085
     2285.71	     18.9774170416
     2295.71	     19.0606088598
     2305.71	     18.9545830819
     2315.71	     18.9696148505
     2325.71	     18.9137034575
     2335.72	     19.0889192867
     2345.72	     19.2313112688
     2355.72	     18.9243487319
     2365.72	     18.9736835297
     2375.73	     18.9675259839
     2385.73	     19.1157314614
     2395.73	     19.0501363033
     2405.73	     19.1620962549
     2415.73	      18.871456345
     2425.74	       18.51663693
     2435.74	     18.5716606717
     2445.74	     18.6555285597
     2455.74	     18.8731112728
     2465.75	     18.8436941965
     2475.75	     18.7312355848
     2485.75	     18.9341247905
     2495.75	     18.6972389929
     2505.75	     18.6155518316
     2515.76	     18.8948847319
     2525.76	     19.0025104213
     2535.76	     18.7590466268
     2545.76	     18.5934373221
     2555.77	     18.2774865426
     2565.77	     17.9985833733
     2575.77	     17.7625744921
     2585.77	     17.7566669432
     2595.78	     17.9428893816
     2605.78	     18.1477501437
     2615.78	     18.0930644618
     2625.78	     17.9229520677
     2635.79	     17.4250046217
     2645.79	      16.956357751
     2655.79	     16.9338044238
     2665.79	      16.940633676
     2675.79	     16.9256069766
      2685.8	     16.9481325178
      2695.8	     16.9627978812
      2705.8	     16.8327760201
      2715.8	     17.0151574299
     2725.81	     17.1467353137
     2735.81	     17.1361367055
     2745.81	     17.5585735019
     2755.81	      17.254066145
     2765.82	     16.8899668187
     2775.82	     16.9204913616
     2785.82	      17.331699114
     2795.82	     17.9776163786
     2805.83	     17.8648332107
     2815.83	     17.0141220987
     2825.83	     16.6372136939
     2835.83	     16.5586920158
     2845.84	     16.8599439889
     2855.84	      17.250569156
     2865.84	     16.5091294478
     2875.84	     16.4553434649
     2885.85	     16.4956498804
     2895.85	     16.0702067038
     2905.85	     15.8010015819
     2915.85	     15.8303467842
     2925.86	      15.941556806
     2935.86	     15.9043725512
     2945.86	     15.9526282038
     2955.86	     15.8575083815
     2965.87	     15.9399911268
     2975.87	     15.9350591675
     2985.87	     16.0198310646
     2995.87	     15.9694027296
     3005.88	     16.1138552508
     3015.88	     16.0191540068
     3025.88	     15.9362389046
     3035.88	     15.6682385995
     3045.89	     15.6936637764
     3055.89	     15.7018416549
     3065.89	     15.7669866789
     3075.89	      15.650046882
      3085.9	     15.6487886127
      3095.9	     15.8662978115
      3105.9	     15.6125932264
      3115.9	     15.4380067803
     3125.91	       15.54537192
     3135.91	      15.468942777
     3145.91	     15.5198638817
     3155.91	     15.5635145785
     3165.92	     15.5580438562
     3175.92	     15.3323427631
     3185.92	     15.4889554825
     3195.92	     15.4088003807
     3205.93	     15.2689468067
     3215.93	     15.4140034276
     3225.93	     15.4245228574
     3235.93	     15.4616016515
     3245.94	     15.3025828487
     3255.94	     15.1419370084
     3265.94	     15.0160623081
     3275.94	     15.0389014539
     3285.95	     15.0727919699
     3295.95	     14.9094183501
     3305.95	     14.9497353824
     3315.95	     14.9982985146
     3325.96	     15.0033626202
     3335.96	     15.0368042306
     3345.96	     14.9868426863
     3355.96	     14.9983718077
     3365.97	     15.1570708575
     3375.97	       15.10752868
     3385.97	     15.0032428766
