3300.  14.364       50
3350.  14.302	    50
3400.  14.269	    50
3450.  14.258	    50
3500.  14.226	    50
3550.  14.156	    50
3600.  14.105	    50
3650.  14.042	    50
3700.  14.022	    50
3750.  13.973	    50
3800.  13.846	    50
3850.  13.793	    50
3900.  13.772	    50
3950.  13.791	    50
4000.  13.639	    50
4050.  13.591	    50
4100.  13.617	    50
4150.  13.544	    50
4200.  13.536	    50
4250.  13.522	    50
4300.  13.523	    50
4350.  13.541	    50
4400.  13.461	    50
4450.  13.434	    50
4500.  13.402	    50
4550.  13.389	    50
4600.  13.369	    50
4650.  13.352	    50
4700.  13.335	    50
4750.  13.319	    50
4800.  13.307	    50
4850.  13.348	    50
4900.  13.28	    50
4950.  13.255	    50
5000.  13.248	    50
5050.  13.237	    50
5100.  13.223	    50
5150.  13.21	    50
5200.  13.2	    50
5250.  13.182	    50
5300.  13.163	    50
5350.  13.153	    50
5400.  13.143	    50
5450.  13.129	    50
5500.  13.116	    50
5550.  13.112	    50
5600.  13.1	    50
5650.  13.095	    50
5700.  13.095	    50
5750.  13.086	    50
5800.  13.069	    50
5850.  13.054	    50
5900.  13.056	    50
5950.  13.044	    50
6000.  13.037	    50
6050.  13.034	    50
6100.  13.028	    50
6150.  13.028	    50
6200.  13.018	    50
6250.  13.019	    50
6300.  13.024	    50
6350.  13.006	    50
6400.  13.	    50
6450.  12.994	    50
6500.  12.992	    50
6550.  13.056	    50
6600.  12.985	    50
6650.  12.962	    50
6700.  12.957	    50
6750.  12.951	    50
6800.  12.952	    50
6850.  12.997	    50
6900.  12.98492	    50
6950.  12.97283	    50
7000.  12.96075	    50
7050.  12.94867	    50
7100.  12.93658	    50
7150.  12.9526	    50
7200.  12.9486	    50
7250.  12.9446	    50
7300.  12.9406	    50
7350.  12.9366	    50
7400.  12.9326	    50
7450.  12.93	    50
7500.  12.924	    50
7550.  12.91967	    50
7600.  12.9155	    50
7650.  12.91133	    50
7700.  12.90717	    50
7750.  12.903	    50
7800.  12.90022	    50
7850.  12.89967	    50
7900.  12.89911	    50
7950.  12.89855	    50
8000.  12.898	    50
8050.  12.89744	    50
8100.  12.89689	    50
8150.  12.89633	    50
8200.  12.89578	    50
8250.  12.89522	    50
8300.  12.89467	    50
8350.  12.89411	    50
8400.  12.89356	    50
8450.  12.893	    50
8500.  12.903	    50
8550.  12.91	    50
8600.  12.902	    50
8650.  12.906	    50
8700.  12.904	    50
8750.  12.911	    50
8800.  12.913	    50
8850.  12.922	    50
8900.  12.91781	    50
8950.  12.92876	    50
9000.  12.93971	    50
9050.  12.95067	    50
9100.  12.96162	    50
9150.  12.97257	    50
9200.  12.98352	    50
9250.  12.99555	    50
9300.  12.99239	    50
9350.  12.98922	    50
9400.  12.98605	    50
9450.  12.98288	    50
9500.  12.97971	    50
9550.  12.97654	    50
9600.  12.97338	    50
9650.  12.97021	    50
9700.  12.96704	    50
9750.  12.96387	    50
9800.  12.9607	    50
9850.  12.95753	    50
9900.  12.95437	    50
9950.  12.944	    50
10000.  12.983	    50
10050.  12.929	    50
10100.  12.946	    50
