 3316 13.55  80
 3396 13.49  80
 3476 13.48  80
 3556 13.43  80
 3636 13.44  80
 3716 13.46  80
 3796 13.50  80
 3876 13.44  80
 3956 13.38  80
 4036 13.35  80
 4116 13.29  80
 4196 13.29  80
 4276 13.30  80
 4356 13.30  80
 4436 13.28  80
 4516 13.30  80
 4596 13.29  80
 4676 13.27  80
 4756 13.25  80
 4836 13.24  80
 4916 13.25  80
 4996 13.24  80
 5076 13.28  80
 5156 13.26  80
 5236 13.24  80
 5316 13.24  80
 5396 13.22  80
 5476 13.25  80
 5556 13.28  80
 5636 13.29  80
 5716 13.26  80
 5796 13.27  80
 5876 13.28  80
 6032 13.26  80
 6192 13.23  80
 6352 13.27  80
 6512 13.26  80
 6672 13.33  80
 6832 13.35  80
 6992 13.35  80
 7152 13.34  80
 7312 13.40  80
 7472 13.40  80
 7632 13.42  80
 7792 13.41  80
 7952 13.43  80
 8112 13.41  80
 8272 13.43  80
 8432 13.42  80
 8592 13.44  80
 8752 13.50  80
 8912 13.47  80
 9072 13.50  80
 9232 13.50  80
 9392 13.66  80
 9552 13.66  80
 9712 13.54  80
 9872 13.61  80
 10032 13.60  80
 10192 13.61  80
 10360 13.54  80
 10520 13.66  80
