3300.  13.134        50
3350.  13.063	     50
3400.  13.037	     50
3450.  13.019	     50
3500.  12.982	     50
3550.  12.928	     50
3600.  12.868	     50
3650.  12.806	     50
3700.  12.768	     50
3750.  12.684	     50
3800.  12.565	     50
3850.  12.479	     50
3900.  12.464	     50
3950.  12.471	     50
4000.  12.305	     50
4050.  12.258	     50
4100.  12.317	     50
4150.  12.209	     50
4200.  12.183	     50
4250.  12.174	     50
4300.  12.192	     50
4350.  12.216	     50
4400.  12.119	     50
4450.  12.094	     50
4500.  12.068	     50
4550.  12.059	     50
4600.  12.035	     50
4650.  12.017	     50
4700.  12.005	     50
4750.  11.996	     50
4800.  11.984	     50
4850.  12.04	     50
4900.  11.95	     50
4950.  11.916	     50
5000.  11.904	     50
5050.  11.889	     50
5100.  11.87	     50
5150.  11.858	     50
5200.  11.85	     50
5250.  11.837	     50
5300.  11.826	     50
5350.  11.811	     50
5400.  11.803	     50
5450.  11.79	     50
5500.  11.777	     50
5550.  11.761	     50
5600.  11.752	     50
5650.  11.747	     50
5700.  11.743	     50
5750.  11.739	     50
5800.  11.721	     50
5850.  11.704	     50
5900.  11.711	     50
5950.  11.697	     50
6000.  11.687	     50
6050.  11.682	     50
6100.  11.673	     50
6150.  11.667	     50
6200.  11.663	     50
6250.  11.659	     50
6300.  11.669	     50
6350.  11.644	     50
6400.  11.635	     50
6450.  11.625	     50
6500.  11.627	     50
6550.  11.699	     50
6600.  11.613	     50
6650.  11.596	     50
6700.  11.587	     50
6750.  11.582	     50
6800.  11.579	     50
6850.  11.624	     50
6900.  11.61171	     50
6950.  11.59942	     50
7000.  11.58712	     50
7050.  11.57483	     50
7100.  11.56254	     50
7150.  11.57367	     50
7200.  11.5704	     50
7250.  11.56713	     50
7300.  11.56385	     50
7350.  11.56058	     50
7400.  11.55731	     50
7450.  11.551	     50
7500.  11.548	     50
7550.  11.54411	     50
7600.  11.54133	     50
7650.  11.53856	     50
7700.  11.53578	     50
7750.  11.533	     50
7800.  11.5266	     50
7850.  11.5251	     50
7900.  11.52359	     50
7950.  11.52208	     50
8000.  11.52057	     50
8050.  11.51906	     50
8100.  11.51756	     50
8150.  11.51605	     50
8200.  11.51454	     50
8250.  11.51303	     50
8300.  11.51152	     50
8350.  11.51002	     50
8400.  11.50851	     50
8450.  11.507	     50
8500.  11.508	     50
8550.  11.515	     50
8600.  11.506	     50
8650.  11.515	     50
8700.  11.5	     50
8750.  11.511	     50
8800.  11.502	     50
8850.  11.519	     50
8900.  11.51294	     50
8950.  11.52325	     50
9000.  11.53357	     50
9050.  11.54389	     50
9100.  11.55421	     50
9150.  11.56452	     50
9200.  11.57484	     50
9250.  11.58655	     50
9300.  11.58245	     50
9350.  11.57834	     50
9400.  11.57424	     50
9450.  11.57013	     50
9500.  11.56603	     50
9550.  11.56192	     50
9600.  11.55781	     50
9650.  11.55371	     50
9700.  11.5496	     50
9750.  11.5455	     50
9800.  11.54139	     50
9850.  11.53728	     50
9900.  11.53318	     50
9950.  11.538	     50
10000.  11.535	     50
10050.  11.554	     50
10100.  11.495	     50
10150.  11.5	     50
