3300.  13.576       50
3350.  13.566	    50
3400.  13.481	    50
3450.  13.471	    50
3500.  13.406	    50
3550.  13.35	    50
3600.  13.323	    50
3650.  13.198	    50
3700.  13.199	    50
3750.  13.199	    50
3800.  13.084	    50
3850.  13.072	    50
3900.  13.078	    50
3950.  13.172	    50
4000.  12.785	    50
4050.  12.73	    50
4100.  12.695	    50
4150.  12.65	    50
4200.  12.649	    50
4250.  12.656	    50
4300.  12.717	    50
4350.  12.593	    50
4400.  12.534	    50
4450.  12.466	    50
4500.  12.42	    50
4550.  12.403	    50
4600.  12.371	    50
4650.  12.348	    50
4700.  12.325	    50
4750.  12.3	    50
4800.  12.279	    50
4850.  12.305	    50
4900.  12.251	    50
4950.  12.225	    50
5000.  12.219	    50
5050.  12.195	    50
5100.  12.176	    50
5150.  12.192	    50
5200.  12.171	    50
5250.  12.128	    50
5300.  12.103	    50
5350.  12.091	    50
5400.  12.076	    50
5450.  12.056	    50
5500.  12.037	    50
5550.  12.019	    50
5600.  12.017	    50
5650.  11.995	    50
5700.  11.985	    50
5750.  11.976	    50
5800.  11.957	    50
5850.  11.943	    50
5900.  11.945	    50
5950.  11.93	    50
6000.  11.924	    50
6050.  11.909	    50
6100.  11.901	    50
6150.  11.894	    50
6200.  11.88	    50
6250.  11.876	    50
6300.  11.882	    50
6350.  11.857	    50
6400.  11.853	    50
6450.  11.845	    50
6500.  11.842	    50
6550.  11.886	    50
6600.  11.82	    50
6650.  11.808	    50
6700.  11.798	    50
6750.  11.793	    50
6800.  11.788	    50
6850.  11.829	    50
6900.  11.81546	    50
6950.  11.80192	    50
7000.  11.78837	    50
7050.  11.77483	    50
7100.  11.76129	    50
7150.  11.77335	    50
7200.  11.7668	    50
7250.  11.76025	    50
7300.  11.75371	    50
7350.  11.74716	    50
7400.  11.74062	    50
7450.  11.732	    50
7500.  11.73	    50
7550.  11.72622	    50
7600.  11.72067	    50
7650.  11.71511	    50
7700.  11.70956	    50
7750.  11.704	    50
7800.  11.6996	    50
7850.  11.6981	    50
7900.  11.69659	    50
7950.  11.69508	    50
8000.  11.69357	    50
8050.  11.69206	    50
8100.  11.69056	    50
8150.  11.68905	    50
8200.  11.68754	    50
8250.  11.68603	    50
8300.  11.68452	    50
8350.  11.68301	    50
8400.  11.68151	    50
8450.  11.68	    50
8500.  11.696	    50
8550.  11.718	    50
8600.  11.678	    50
8650.  11.709	    50
8700.  11.68	    50
8750.  11.68	    50
8800.  11.687	    50
8850.  11.683	    50
8900.  11.68944	    50
8950.  11.69722	    50
9000.  11.705	    50
9050.  11.71278	    50
9100.  11.72056	    50
9150.  11.72833	    50
9200.  11.73611	    50
9250.  11.74506	    50
9300.  11.74162	    50
9350.  11.73817	    50
9400.  11.73473	    50
9450.  11.73129	    50
9500.  11.72785	    50
9550.  11.72441	    50
9600.  11.72096	    50
9650.  11.71752	    50
9700.  11.71408	    50
9750.  11.71064	    50
9800.  11.7072	    50
9850.  11.70375	    50
9900.  11.70031	    50
9950.  11.695	    50
10000.  11.69	    50
10050.  11.706	    50
10100.  11.637	    50
10150.  11.647	    50
10200.  11.654	    50
