3300.  12.665       50
3350.  12.66	    50
3400.  12.606	    50
3450.  12.597	    50
3500.  12.553	    50
3550.  12.479	    50
3600.  12.478	    50
3650.  12.365	    50
3700.  12.305	    50
3750.  12.255	    50
3800.  12.096	    50
3850.  12.051	    50
3900.  12.019	    50
3950.  12.156	    50
4000.  11.782	    50
4050.  11.695	    50
4100.  11.735	    50
4150.  11.624	    50
4200.  11.615	    50
4250.  11.614	    50
4300.  11.683	    50
4350.  11.642	    50
4400.  11.545	    50
4450.  11.5	    50
4500.  11.453	    50
4550.  11.447	    50
4600.  11.415	    50
4650.  11.404	    50
4700.  11.39	    50
4750.  11.375	    50
4800.  11.355	    50
4850.  11.443	    50
4900.  11.367	    50
4950.  11.329	    50
5000.  11.338	    50
5050.  11.312	    50
5100.  11.289	    50
5150.  11.305	    50
5200.  11.302	    50
5250.  11.274	    50
5300.  11.246	    50
5350.  11.238	    50
5400.  11.23	    50
5450.  11.209	    50
5500.  11.196	    50
5550.  11.184	    50
5600.  11.187	    50
5650.  11.171	    50
5700.  11.17	    50
5750.  11.155	    50
5800.  11.146	    50
5850.  11.134	    50
5900.  11.145	    50
5950.  11.127	    50
6000.  11.131	    50
6050.  11.12	    50
6100.  11.117	    50
6150.  11.119	    50
6200.  11.1	    50
6250.  11.108	    50
6300.  11.112	    50
6350.  11.093	    50
6400.  11.091	    50
6450.  11.089	    50
6500.  11.09	    50
6550.  11.163	    50
6600.  11.084	    50
6650.  11.063	    50
6700.  11.056	    50
6750.  11.054	    50
6800.  11.052	    50
6850.  11.098	    50
6900.  11.088	    50
6950.  11.078	    50
7000.  11.068	    50
7050.  11.058	    50
7100.  11.048	    50
7150.  11.06476	    50
7200.  11.0624	    50
7250.  11.06004	    50
7300.  11.05767	    50
7350.  11.05531	    50
7400.  11.05295	    50
7450.  11.04	    50
7500.  11.042	    50
7550.  11.04267	    50
7600.  11.041	    50
7650.  11.03933	    50
7700.  11.03767	    50
7750.  11.036	    50
7800.  11.03065	    50
7850.  11.03152	    50
7900.  11.0324	    50
7950.  11.03327	    50
8000.  11.03414	    50
8050.  11.03502	    50
8100.  11.03589	    50
8150.  11.03676	    50
8200.  11.03763	    50
8250.  11.03851	    50
8300.  11.03938	    50
8350.  11.04025	    50
8400.  11.04113	    50
8450.  11.042	    50
8500.  11.061	    50
8550.  11.093	    50
8600.  11.049	    50
8650.  11.085	    50
8700.  11.053	    50
8750.  11.065	    50
8800.  11.058	    50
8850.  11.072	    50
8900.  11.06311	    50
8950.  11.07756	    50
9000.  11.092	    50
9050.  11.10645	    50
9100.  11.12089	    50
9150.  11.13533	    50
9200.  11.14978	    50
9250.  11.16584	    50
9300.  11.16109	    50
9350.  11.15633	    50
9400.  11.15158	    50
9450.  11.14683	    50
9500.  11.14207	    50
9550.  11.13732	    50
9600.  11.13257	    50
9650.  11.12782	    50
9700.  11.12306	    50
9750.  11.11831	    50
9800.  11.11355	    50
9850.  11.1088	    50
9900.  11.10405	    50
9950.  11.105	    50
10000.  11.109	    50
10050.  11.16	    50
10100.  11.116	    50
10150.  11.096	    50
10200.  11.067	    50
10250.  11.058	    50
10300.  11.104	    50
